"id","name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID"
193,"valproic acid",0.001,6,"ssMCF7","HG-U133A","medium","Sigma-Aldrich","P4543","2-propylpentanoic acid",NULL,NULL,"DB00313"
194,"tetraethylenepentamine",0.0001,6,"ssMCF7","HG-U133A","medium","Sigma-Aldrich",375683,"tetraethylenepentamine pentahydrochloride",NULL,NULL,NULL
195,"novobiocin",0.0001,6,"ssMCF7","HG-U133A","medium","Sigma-Aldrich","N6160","novobiocin sodium, USP","C0028458",NULL,"DB01051"
196,"copper sulfate",0.0001,6,"ssMCF7","HG-U133A","medium","Sigma-Aldrich",203165,"copper(II) sulfate pentahydrate","C0056301",NULL,NULL
197,"LY-294002",0.00001,6,"SKMEL5","HG-U133A","DMSO","Calbiochem",440202,"LY294002",NULL,NULL,NULL
198,"sodium phenylbutyrate",0.0002,6,"SKMEL5","HG-U133A","DMSO","Calbiochem",567616,"sodium 4-phenylbutyrate",NULL,NULL,"DB06819"
199,"indometacin",0.0001,6,"SKMEL5","HG-U133A","DMSO","Sigma-Aldrich","I8280","indomethacin, USP",NULL,NULL,"DB00328"
200,"troglitazone",0.00001,6,"SKMEL5","HG-U133A","DMSO","Sigma-Aldrich","T2573","troglitazone","C0245514",NULL,"DB00197"
201,"tanespimycin",0.000001,6,"SKMEL5","HG-U133A","DMSO","Tocris",1515,"17-AAG",NULL,NULL,NULL
202,"wortmannin",0.00000001,6,"SKMEL5","HG-U133A","DMSO","Calbiochem",681675,"wortmannin",NULL,NULL,NULL
203,"SC-58125",0.00001,6,"SKMEL5","HG-U133A","DMSO","Cayman Chemical",70655,"SC-58125",NULL,NULL,NULL
204,"staurosporine",0.00000001,6,"SKMEL5","HG-U133A","DMSO","Calbiochem",569397,"staurosporine","EXPT02970",NULL,"DB02010"
205,"tanespimycin",0.000001,6,"ssMCF7","HG-U133A","DMSO","Tocris",1515,"17-AAG",NULL,NULL,NULL
206,"fulvestrant",0.000001,6,"ssMCF7","HG-U133A","DMSO","Tocris",1047,"ICI 182,780","C0935916",NULL,"DB00947"
207,"nordihydroguaiaretic acid",0.000001,6,"ssMCF7","HG-U133A","DMSO","Sigma-Aldrich",157619,"nordihydroguaiaretic acid",NULL,NULL,NULL
208,"gefitinib",0.00001,6,"HL60","HG-U133A","DMSO","AstraZeneca","Iressa","Iressa","C1122962",NULL,"DB00317"
209,"SC-58125",0.00001,6,"HL60","HG-U133A","DMSO","Cayman Chemical",70655,"SC-58125",NULL,NULL,NULL
210,"1,5-isoquinolinediol",0.0001,6,"HL60","HG-U133A","DMSO","Sigma-Aldrich","I138","1,5-Isoquinolinediol",NULL,NULL,NULL
211,"monorden",0.0000001,6,"HL60","HG-U133A","DMSO","LKT Laboratories","R0212","radicicol",NULL,NULL,NULL
212,"15-delta prostaglandin J2",0.00001,6,"SKMEL5","HG-U133A","DMSO","Calbiochem",538927,"15d-PGJ2",NULL,NULL,NULL
213,"deferoxamine",0.0001,12,"MCF7","HG-U133A","medium","Sigma-Aldrich","D-9533","deferoxamine mesylate salt","C0011145",NULL,"DB00746"
214,"tetraethylenepentamine",0.0001,12,"MCF7","HG-U133A","medium","Sigma-Aldrich",375683,"tetraethylenepentamine pentahydrochloride",NULL,NULL,NULL
215,"copper sulfate",0.0001,12,"MCF7","HG-U133A","medium","Sigma-Aldrich",203165,"copper(II) sulfate pentahydrate","C0056301",NULL,NULL
216,"novobiocin",0.0001,12,"MCF7","HG-U133A","medium","Sigma-Aldrich","N6160","novobiocin sodium, USP","C0028458",NULL,"DB01051"
217,"4,5-dianilinophthalimide",0.00001,6,"PC3","HG-U133A","DMSO","Sigma-Aldrich","D-210","DAPH",NULL,NULL,NULL
218,"fisetin",0.00005,6,"PC3","HG-U133A","DMSO","Sigma-Aldrich","F4043","fisetin",NULL,NULL,NULL
219,"butein",0.00001,6,"PC3","HG-U133A","DMSO","VWR","80050-502","butein",NULL,NULL,NULL
220,"HNMPA-(AM)3",0.000005,6,"PC3","HG-U133A","DMSO","Calbiochem",397100,"HNMPA-(AM)3",NULL,NULL,NULL
221,"dimethyloxalylglycine",0.001,6,"PC3","HG-U133A","DMSO","Frontier Scientific","D1070","dimethyloxalylglycine",NULL,NULL,NULL
222,"3-aminobenzamide",0.01,6,"MCF7","HG-U133A","DMSO","Calbiochem",165350,"3-aminobenzamide",NULL,NULL,NULL
223,"bucladesine",0.00002,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","D0627","N6,2'-O-Dibutyryladenosine 3',5'-cyclic monophosphate sodium salt",NULL,NULL,NULL
224,"probucol",0.00001,6,"MCF7","HG-U133A","DMSO","Calbiochem",529618,"probucol","C0033215",NULL,"DB01599"
225,"geldanamycin",0.000001,6,"MCF7","HG-U133A","DMSO","Calbiochem",345805,"geldanamycin","EXPT01571",NULL,"DB02424"
226,"arachidonyltrifluoromethane",0.00001,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","A231","arachidonyl trifluoromethyl ketone",NULL,NULL,NULL
227,"resveratrol",0.00005,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","R5010","resveratrol","EXPT02968",NULL,"DB02709"
228,"monastrol",0.0001,6,"MCF7","HG-U133A","DMSO","Tocris",1305,"monastrol","EXPT02296",NULL,"DB04331"
229,"MK-886",0.000001,6,"MCF7","HG-U133A","ethanol","Calbiochem",475889,"MK-886",NULL,NULL,NULL
230,"ciclosporin",0.000001,6,"MCF7","HG-U133A","ethanol","Calbiochem",239835,"cyclosporine A",NULL,NULL,"DB00091"
231,"nifedipine",0.00001,6,"MCF7","HG-U133A","ethanol","Sigma-Aldrich","N7634","nifedipine","C0028066",NULL,"DB01115"
232,"arachidonic acid",0.00001,6,"MCF7","HG-U133A","ethanol","Sigma-Aldrich","A8798","arachidonic acid sodium salt","EXPT00409",NULL,"DB04557"
233,"monastrol",0.00002,6,"MCF7","HG-U133A","DMSO","Tocris",1305,"monastrol","EXPT02296",NULL,"DB04331"
234,"thalidomide",0.0001,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","T144","(+/-)-thalidomide","C0039736",NULL,"DB01041"
235,"butein",0.00001,6,"MCF7","HG-U133A","DMSO","VWR","80050-502","butein",NULL,NULL,NULL
236,"NU-1025",0.0001,6,"MCF7","HG-U133A","DMSO","Calbiochem",493800,"NU1025",NULL,NULL,NULL
237,5666823,0.0001,6,"MCF7","HG-U133A","DMSO","Chembridge",5666823,5666823,NULL,NULL,NULL
238,"monastrol",0.0001,6,"MCF7","HG-U133A","DMSO","Tocris",1305,"monastrol","EXPT02296",NULL,"DB04331"
239,"geldanamycin",0.000001,6,"MCF7","HG-U133A","DMSO","Calbiochem",345805,"geldanamycin","EXPT01571",NULL,"DB02424"
240,"LM-1685",0.00001,6,"MCF7","HG-U133A","DMSO","Calbiochem",236011,"cox-2 inhibitor I",NULL,NULL,NULL
241,"monastrol",0.00002,6,"MCF7","HG-U133A","DMSO","Tocris",1305,"monastrol","EXPT02296",NULL,"DB04331"
242,"nocodazole",0.000001,6,"MCF7","HG-U133A","DMSO","Calbiochem",487928,"nocodazole",NULL,NULL,"DB08313"
243,"resveratrol",0.00005,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","R5010","resveratrol","EXPT02968",NULL,"DB02709"
244,"4,5-dianilinophthalimide",0.00001,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","D-210","DAPH",NULL,NULL,NULL
245,"monastrol",0.0001,6,"MCF7","HG-U133A","DMSO","Tocris",1305,"monastrol","EXPT02296",NULL,"DB04331"
246,"valproic acid",0.001,6,"SKMEL5","HG-U133A","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid",NULL,NULL,"DB00313"
247,"colchicine",0.000001,6,"SKMEL5","HG-U133A","DMSO","Calbiochem",234115,"colchicine","C0009262",NULL,"DB01394"
248,"benserazide",0.00001,6,"SKMEL5","HG-U133A","DMSO","Sigma-Aldrich","B7283","benserazide hydrochloride","C0005014",NULL,NULL
249,"novobiocin",0.0001,6,"SKMEL5","HG-U133A","DMSO","Sigma-Aldrich","N6160","novobiocin sodium, USP","C0028458",NULL,"DB01051"
250,"genistein",0.00001,6,"MCF7","HG-U133A","DMSO","Calbiochem",345834,"genistein",NULL,NULL,"DB01645"
251,"pentamidine",0.0001,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","P0547","pentamidine isethionate salt","C0030863",NULL,"DB00738"
252,"paclitaxel",0.0000001,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","T-7191","paclitaxel","C0144576",NULL,"DB01229"
253,"benserazide",0.00001,6,"MCF7","HG-U133A","medium","Sigma-Aldrich","B7283","benserazide hydrochloride","C0005014",NULL,NULL
254,"tioguanine",0.00001,6,"MCF7","HG-U133A","medium","Sigma-Aldrich","A4660","6-thioguanine",NULL,NULL,"DB00352"
255,"W-13",0.00001,6,"MCF7","HG-U133A","medium","Calbiochem",681636,"W-13, hydrochloride",NULL,NULL,NULL
256,"colchicine",0.0000001,6,"MCF7","HG-U133A","medium","Calbiochem",234115,"colchicine","C0009262",NULL,"DB01394"
257,"splitomicin",0.00002,6,"PC3","HG-U133A","DMSO","Sigma-Aldrich","S4068","splitomicin",NULL,NULL,NULL
258,"resveratrol",0.00005,6,"PC3","HG-U133A","DMSO","Sigma-Aldrich","R5010","resveratrol","EXPT02968",NULL,"DB02709"
259,"U0125",0.000001,6,"PC3","HG-U133A","DMSO","Calbiochem",662008,"U0125",NULL,NULL,NULL
260,"docosahexaenoic acid ethyl ester",0.0001,6,"PC3","HG-U133A","DMSO","Sigma-Aldrich","D2661","cis-4,7,10,13,16,19-Docosahexaenoic acid ethyl ester",NULL,NULL,NULL
261,"estradiol",0.00000001,6,"PC3","HG-U133A","DMSO","Sigma-Aldrich","E1024","estradiol, USP","C1330622",NULL,"DB00783"
262,"butirosin",0.00001,6,"PC3","HG-U133A","DMSO","Sigma-Aldrich","B9525","butirosin A from Bacillus vitellinus",NULL,NULL,NULL
263,"mercaptopurine",0.00001,6,"PC3","HG-U133A","DMSO","Sigma-Aldrich","M7000","6-mercaptopurine monohydrate","APRD01096",NULL,"DB01033"
264,"monastrol",0.0001,6,"PC3","HG-U133A","DMSO","Tocris",1305,"monastrol","EXPT02296",NULL,"DB04331"
265,"monastrol",0.0001,6,"MCF7","HG-U133A","DMSO","Tocris",1305,"monastrol","EXPT02296",NULL,"DB04331"
266,"alpha-estradiol",0.00000001,6,"PC3","HG-U133A","DMSO","Sigma-Aldrich","E8750","alpha-estradiol",NULL,NULL,NULL
267,"genistein",0.00001,6,"PC3","HG-U133A","DMSO","Calbiochem",345834,"genistein",NULL,NULL,"DB01645"
268,"fulvestrant",0.000001,6,"PC3","HG-U133A","DMSO","Tocris",1047,"ICI 182,780","C0935916",NULL,"DB00947"
269,"alpha-estradiol",0.00000001,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","E8750","alpha-estradiol",NULL,NULL,NULL
270,"estradiol",0.00000001,6,"HL60","HG-U133A","DMSO","Sigma-Aldrich","E1024","estradiol, USP","C1330622",NULL,"DB00783"
271,"colforsin",0.00005,6,"HL60","HG-U133A","DMSO","EMD",344270,"forskolin",NULL,NULL,"DB02587"
272,"rottlerin",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Tocris",1610,"rottlerin",NULL,NULL,NULL
273,"prazosin",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","P7791","prazosin hydrochloride","C0700578",NULL,"DB00457"
274,5252917,0.000014,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5252917,5252917,NULL,NULL,NULL
275,"tanespimycin",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Tocris",1515,"17-AAG",NULL,NULL,NULL
276,"Y-27632",0.000003,6,"MCF7","HT_HG-U133A_EA","DMSO","EMD",688000,"Y-27632",NULL,NULL,NULL
277,5255229,0.000013,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5255229,5255229,NULL,NULL,NULL
278,5211181,0.000012,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5211181,5211181,NULL,NULL,NULL
279,"carbamazepine",0.0000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","C4024","carbamazepine","C0006949",NULL,"DB00564"
280,"monorden",0.0000001,6,"MCF7","HT_HG-U133A_EA","DMSO","LKT Laboratories","R0212","radicicol",NULL,NULL,NULL
281,"blebbistatin",0.000017,6,"MCF7","HT_HG-U133A_EA","DMSO","Tocris",1760,"(+/-)-blebbistatin",NULL,NULL,NULL
282,5248896,0.000011,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5248896,5248896,NULL,NULL,NULL
283,5224221,0.000012,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5224221,5224221,NULL,NULL,NULL
284,"resveratrol",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R 5010","resveratrol","EXPT02968",NULL,"DB02709"
285,"bucladesine",0.000002,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","D0627","N6,2-O-dibutyryladenosine 3,5-cyclic monophosphate sodium salt",NULL,NULL,NULL
286,5279552,0.000022,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5279552,5279552,NULL,NULL,NULL
287,5253409,0.000017,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5253409,5253409,NULL,NULL,NULL
288,"felodipine",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","F9677","felodipine","C0015772",NULL,"DB01023"
289,"tretinoin",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R2625","retinoic acid","C0040845",NULL,"DB00755"
290,5230742,0.000017,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5230742,5230742,NULL,NULL,NULL
291,"oxaprozin",0.0003,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","O9637","oxaprozin","C0069739",NULL,"DB00991"
292,"geldanamycin",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem",345805,"geldanamycin","EXPT01571",NULL,"DB02424"
293,"quinostatin",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","ChemDiv","C768-0445","C768-0445",NULL,NULL,NULL
294,"ikarugamycin",0.000002,6,"MCF7","HT_HG-U133A_EA","DMSO","Biomol","EI-313","ikarugamycin",NULL,NULL,NULL
295,5182598,0.000025,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5182598,5182598,NULL,NULL,NULL
296,"wortmannin",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem",681675,"wortmannin",NULL,NULL,NULL
297,"pyrvinium",0.00000125,6,"MCF7","HT_HG-U133A_EA","DMSO","MP Biomedicals",2156475,"pyrvinium pamoate","C0072804",NULL,"DB06816"
298,"ionomycin",0.000002,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","I0634","ionomycin calcium salt",NULL,NULL,NULL
299,"trichostatin A",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","T8552","trichostatin A ",NULL,NULL,NULL
300,"depudecin",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Biomol","EI-319","(-)-depudecin",NULL,NULL,NULL
301,"docosahexaenoic acid ethyl ester",0.0001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","D2661","cis-4,7,10,13,16,19-Docosahexaenoic acid ethyl ester",NULL,NULL,NULL
302,"ionomycin",0.000002,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","I0634","ionomycin calcium salt",NULL,NULL,NULL
303,5186223,0.000012,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5186223,5186223,NULL,NULL,NULL
304,"celastrol",0.0000025,6,"MCF7","HT_HG-U133A_EA","DMSO","Cayman Chemical",70950,"celastrol",NULL,NULL,NULL
305,5286656,0.00005,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5286656,5286656,NULL,NULL,NULL
306,5149715,0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5149715,5149715,NULL,NULL,NULL
307,5162773,0.000007,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5162773,5162773,NULL,NULL,NULL
308,"pararosaniline",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","P7632","pararosaniline base",NULL,NULL,NULL
309,5152487,0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5152487,5152487,NULL,NULL,NULL
310,5213008,0.000018,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5213008,5213008,NULL,NULL,NULL
311,5186324,0.000002,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5186324,5186324,NULL,NULL,NULL
312,5114445,0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5114445,5114445,NULL,NULL,NULL
313,5151277,0.000014,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5151277,5151277,NULL,NULL,NULL
314,5109870,0.000025,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5109870,5109870,NULL,NULL,NULL
315,"clotrimazole",0.00005,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem",233230,"clotrimazole","C0009074",NULL,"DB00257"
316,"calmidazolium",0.000005,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich",21265,"calmidazolium chloride",NULL,NULL,NULL
317,5140203,0.000015,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5140203,5140203,NULL,NULL,NULL
318,"HC toxin",0.0000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","H7270","HC toxin from Helminthosporium carbonum",NULL,NULL,NULL
319,"trifluoperazine",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","T6062","trifluoperazine dihydrochloride","C0304381",NULL,"DB00831"
320,"wortmannin",0.00000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem",681675,"wortmannin",NULL,NULL,NULL
321,"colforsin",0.00005,6,"MCF7","HT_HG-U133A_EA","DMSO","EMD",344270,"forskolin",NULL,NULL,"DB02587"
322,"rottlerin",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Tocris",1610,"rottlerin",NULL,NULL,NULL
323,"topiramate",0.000003,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","T0575","topiramate","C0076829",NULL,"DB00273"
324,"tanespimycin",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Tocris",1515,"17-AAG",NULL,NULL,NULL
325,"quercetin",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem",551600,"quercetin dihydrate","C0034392",NULL,"DB04216"
326,"ikarugamycin",0.000002,6,"MCF7","HT_HG-U133A_EA","DMSO","Biomol","EI-313","ikarugamycin",NULL,NULL,NULL
327,"carbamazepine",0.0000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","C4024","carbamazepine","C0006949",NULL,"DB00564"
328,"decitabine",0.0000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","A3656","5-aza-2&#8242;-deoxycytidine","C0049065",NULL,"DB01262"
329,"sirolimus",0.0000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem",553210,"rapamycin","C0072980",NULL,"DB00877"
330,"celecoxib",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","LKT Laboratories","C1644","celecoxib","C0538927",NULL,"DB00482"
331,"rottlerin",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Tocris",1610,"rottlerin",NULL,NULL,NULL
332,"prazosin",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","P7791","prazosin hydrochloride","C0700578",NULL,"DB00457"
333,5252917,0.000014,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5252917,5252917,NULL,NULL,NULL
334,"tanespimycin",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Tocris",1515,"17-AAG",NULL,NULL,NULL
335,"Y-27632",0.000003,6,"MCF7","HT_HG-U133A_EA","DMSO","EMD",688000,"Y-27632",NULL,NULL,NULL
336,5255229,0.000013,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5255229,5255229,NULL,NULL,NULL
337,5211181,0.000012,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5211181,5211181,NULL,NULL,NULL
338,"carbamazepine",0.0000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","C4024","carbamazepine","C0006949",NULL,"DB00564"
339,"monorden",0.0000001,6,"MCF7","HT_HG-U133A_EA","DMSO","LKT Laboratories","R0212","radicicol",NULL,NULL,NULL
340,"blebbistatin",0.000017,6,"MCF7","HT_HG-U133A_EA","DMSO","Tocris",1760,"(+/-)-blebbistatin",NULL,NULL,NULL
341,5248896,0.000011,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5248896,5248896,NULL,NULL,NULL
342,5224221,0.000012,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5224221,5224221,NULL,NULL,NULL
343,"resveratrol",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R 5010","resveratrol","EXPT02968",NULL,"DB02709"
344,"bucladesine",0.000002,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","D0627","N6,2-O-dibutyryladenosine 3,5-cyclic monophosphate sodium salt",NULL,NULL,NULL
345,5279552,0.000022,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5279552,5279552,NULL,NULL,NULL
346,5253409,0.000017,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5253409,5253409,NULL,NULL,NULL
347,"felodipine",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","F9677","felodipine","C0015772",NULL,"DB01023"
348,"tretinoin",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R2625","retinoic acid","C0040845",NULL,"DB00755"
349,5230742,0.000017,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5230742,5230742,NULL,NULL,NULL
350,"oxaprozin",0.0003,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","O9637","oxaprozin","C0069739",NULL,"DB00991"
351,"geldanamycin",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem",345805,"geldanamycin","EXPT01571",NULL,"DB02424"
352,"quinostatin",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","ChemDiv","C768-0445","C768-0445",NULL,NULL,NULL
353,"ikarugamycin",0.000002,6,"MCF7","HT_HG-U133A_EA","DMSO","Biomol","EI-313","ikarugamycin",NULL,NULL,NULL
354,5182598,0.000025,6,"MCF7","HT_HG-U133A_EA","DMSO","Chembridge",5182598,5182598,NULL,NULL,NULL
355,"wortmannin",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem",681675,"wortmannin",NULL,NULL,NULL
356,"pyrvinium",0.00000125,6,"MCF7","HT_HG-U133A_EA","DMSO","MP Biomedicals",2156475,"pyrvinium pamoate","C0072804",NULL,"DB06816"
357,"ionomycin",0.000002,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","I0634","ionomycin calcium salt",NULL,NULL,NULL
358,"trichostatin A",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","T8552","trichostatin A ",NULL,NULL,NULL
359,"depudecin",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Biomol","EI-319","(-)-depudecin",NULL,NULL,NULL
360,"haloperidol",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","H1512","haloperidol","C0720809",NULL,"DB00502"
361,"acetylsalicylic acid",0.0001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","A2093","aspirin, USP","EXPT00475",NULL,"DB00945"
362,"fulvestrant",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Tocris",1047,"ICI 182,780","C0935916",NULL,"DB00947"
363,"tanespimycin",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Tocris",1515,"17-AAG",NULL,NULL,NULL
364,"sirolimus",0.0000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R0395","Rapamycin","C0072980",NULL,"DB00877"
365,"estradiol",0.0000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","E1024","estradiol, USP","C1330622",NULL,"DB00783"
366,"valproic acid",0.001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid",NULL,NULL,"DB00313"
367,"alpha-estradiol",0.00000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","E8750","alpha-estradiol",NULL,NULL,NULL
368,"tretinoin",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R2625","retinoic acid","C0040845",NULL,"DB00755"
369,"trichostatin A",0.0000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem",647925,"Trichostatin A, Streptomyces sp.",NULL,NULL,NULL
370,"alvespimycin",0.0000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem",100069,"17-DMAG",NULL,NULL,NULL
371,"valproic acid",0.0002,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid",NULL,NULL,"DB00313"
372,"prochlorperazine",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","P9178","prochlorperazine dimaleate salt","C0770888",NULL,"DB00433"
373,"LY-294002",0.0000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem",440202,"LY 294002",NULL,NULL,NULL
374,"chlorpromazine",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","C0982","chlorpromazine hydrochloride","C0008286",NULL,"DB00477"
375,"tanespimycin",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Tocris",1515,"17-AAG",NULL,NULL,NULL
376,"monorden",0.0000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem",553400,"radicicol, diheterospora chlamydosporia",NULL,NULL,NULL
377,"vorinostat",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","BioVision","1604-1","SAHA","MMS_422",NULL,"DB02546"
378,"sirolimus",0.0000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","R0395","Rapamycin","C0072980",NULL,"DB00877"
379,"valproic acid",0.00005,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid",NULL,NULL,"DB00313"
380,"nordihydroguaiaretic acid",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich",157619,"nordihydroguaiaretic acid",NULL,NULL,NULL
381,"trifluoperazine",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","T6062","trifluoperazine dihydrochloride","C0304381",NULL,"DB00831"
382,"tanespimycin",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Tocris",1515,"17-AAG",NULL,NULL,NULL
383,"tanespimycin",0.000001,6,"MCF7","HT_HG-U133A_EA","DMSO","Tocris",1515,"17-AAG",NULL,NULL,NULL
384,"LY-294002",0.00001,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem",440202,"LY 294002",NULL,NULL,NULL
